Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College
663,2005,NBA,1,3,UTA,Deron Williams\willide01,21.007,G,us,University of Illinois at Urbana-Champaign
664,2005,NBA,1,4,NOH,Chris Paul\paulch01,20.058,G,us,Wake Forest University
665,2005,NBA,1,5,CHA,Raymond Felton\feltora01,21.007,G,us,University of North Carolina
666,2005,NBA,1,6,POR,Martell Webster\webstma02,18.211,G-F,us,
667,2005,NBA,1,7,TOR,Charlie Villanueva\villach01,20.313,F,us,University of Connecticut
668,2005,NBA,1,8,NYK,Channing Frye\fryech01,22.048,C-F,us,University of Arizona
669,2005,NBA,1,9,GSW,Ike Diogu\dioguik01,21.296,F,us,Arizona State University
670,2005,NBA,1,10,LAL,Andrew Bynum\bynuman01,17.249,C,us,
671,2005,NBA,1,11,ORL,Fran Vazquez\vazqufr01,22.064,,es,
672,2005,NBA,1,12,LAC,Yaroslav Korolev\korolya01,18.057,F,ru,
673,2005,NBA,1,13,CHA,Sean May\mayse01,21.09,F,us,University of North Carolina
674,2005,NBA,1,14,MIN,Rashad McCants\mccanra01,20.281,G,us,University of North Carolina
675,2005,NBA,1,15,NJN,Antoine Wright\wrighan01,21.148,G-F,us,Texas A&M University
676,2005,NBA,1,16,TOR,Joey Graham\grahajo01,23.023,F,us,Oklahoma State University
677,2005,NBA,1,17,IND,Danny Granger\grangda01,22.075,F,us,University of New Mexico
678,2005,NBA,1,18,BOS,Gerald Green\greenge01,19.158,G-F,us,
679,2005,NBA,1,19,MEM,Hakim Warrick\warriha01,22.361,F,us,Syracuse University
680,2005,NBA,1,20,DEN,Julius Hodge\hodgeju01,21.228,G,us,North Carolina State University
681,2005,NBA,1,21,PHO,Nate Robinson\robinna01,21.033,G,us,University of Washington
682,2005,NBA,1,22,DEN,Jarrett Jack\jackja01,21.249,G,us,Georgia Institute of Technology
683,2005,NBA,1,23,SAC,Francisco Garcia\garcifr01,23.185,F-G,do,University of Louisville
684,2005,NBA,1,24,HOU,Luther Head\headlu01,22.22,G,us,University of Illinois at Urbana-Champaign
685,2005,NBA,1,25,SEA,Johan Petro\petrojo01,19.157,C,fr,
686,2005,NBA,1,26,DET,Jason Maxiell\maxieja01,22.136,F,us,University of Cincinnati
687,2005,NBA,1,27,POR,Linas Kleiza\kleizli01,20.181,F,lt,University of Missouri
688,2005,NBA,1,28,SAS,Ian Mahinmi\mahinia01,18.24,C,fr,
689,2005,NBA,1,29,MIA,Wayne Simien\simiewa01,22.117,F,us,University of Kansas
690,2005,NBA,1,30,NYK,David Lee\leeda02,22.066,F,us,University of Florida
691,2005,NBA,2,31,ATL,Salim Stoudamire\stoudsa01,22.266,G,us,University of Arizona
692,2005,NBA,2,32,LAC,Daniel Ewing\ewingda01,22.1,G,us,Duke University
693,2005,NBA,2,33,NOH,Brandon Bass\bassbr01,20.064,F,us,Louisiana State University
694,2005,NBA,2,34,UTA,C.J. Miles\milescj01,18.076,G-F,us,
695,2005,NBA,2,35,POR,Ricky Sanchez,,,,
696,2005,NBA,2,36,MIL,Ersan Ilyasova\ilyaser01,18.049,F,tr,
697,2005,NBA,2,37,LAL,Ronny Turiaf\turiaro01,22.172,F,mq,Gonzaga University
698,2005,NBA,2,38,ORL,Travis Diener\dienetr01,23.125,G,us,Marquette University
699,2005,NBA,2,39,LAL,Von Wafer\wafervo01,19.347,G,us,Florida State University
700,2005,NBA,2,40,GSW,Monta Ellis\ellismo01,19.25,G,us,
701,2005,NBA,2,41,TOR,Roko Ukic\ukicro01,21.052,G,hr,
702,2005,NBA,2,42,GSW,Chris Taft\taftch01,20.115,F,us,University of Pittsburgh
703,2005,NBA,2,43,NJN,Mile Ilic\ilicmi01,21.031,C,ba,
704,2005,NBA,2,44,ORL,Martynas Andriuskevicius\andrima01,19.113,C,lt,
705,2005,NBA,2,45,PHI,Louis Williams\willilo02,18.249,G,us,
706,2005,NBA,2,46,IND,Erazem Lorbek\lorbeer01,21.133,F,si,
707,2005,NBA,2,47,MIN,Bracey Wright\wrighbr02,21.002,G,us,Indiana University
708,2005,NBA,2,48,SEA,Mickael Gelabale\gelabmi01,22.043,F,gp,
709,2005,NBA,2,49,WAS,Andray Blatche\blatcan01,18.315,F,us,
710,2005,NBA,2,50,BOS,Ryan Gomes\gomesry01,22.306,F,us,Providence College
711,2005,NBA,2,51,UTA,Robert Whaley\whalero01,23.079,C,us,Walsh University
712,2005,NBA,2,52,DEN,Axel Hervelle\herveax01,21.211,F,be,
713,2005,NBA,2,53,BOS,Orien Greene\greenor01,23.15,G,us,University of Louisiana at Lafayette
714,2005,NBA,2,54,NYK,Dijon Thompson\thompdi01,22.131,G-F,us,University of California Los Angeles
715,2005,NBA,2,55,SEA,Lawrence Roberts\roberla01,22.257,F,us,Mississippi State University
716,2005,NBA,2,56,DET,Amir Johnson\johnsam01,18.063,F-C,us,
717,2005,NBA,2,57,PHO,Marcin Gortat\gortama01,21.137,C-F,pl,
718,2005,NBA,2,58,TOR,Uros Slokar\slokaur01,22.051,F,si,
719,2005,NBA,2,59,ATL,Cenk Akyol\akyolce01,18.078,G,tr,
720,2005,NBA,2,60,DET,Alex Acker\ackeral01,22.164,G,us,Pepperdine University
721,2004,NBA,1,1,ORL,Dwight Howard\howardw01,18.203,C,us,
722,2004,NBA,1,2,CHA,Emeka Okafor\okafoem01,21.275,C-F,us,University of Connecticut
723,2004,NBA,1,3,CHI,Ben Gordon\gordobe01,21.087,G,gb,University of Connecticut
724,2004,NBA,1,4,LAC,Shaun Livingston\livinsh01,18.291,G,us,
725,2004,NBA,1,5,WAS,Devin Harris\harride01,21.123,G,us,University of Wisconsin
726,2004,NBA,1,6,ATL,Josh Childress\childjo01,21.01,G-F,us,Stanford University
727,2004,NBA,1,7,PHO,Luol Deng\denglu01,19.074,F,ss,Duke University
728,2004,NBA,1,8,TOR,Rafael Araujo\araujra01,23.322,C,br,Brigham Young University
729,2004,NBA,1,9,PHI,Andre Iguodala\iguodan01,20.153,G-F,us,University of Arizona
730,2004,NBA,1,10,CLE,Luke Jackson\jackslu02,22.236,F,us,University of Oregon
731,2004,NBA,1,11,GSW,Andris Biedrins\biedran01,18.088,C,lv,
732,2004,NBA,1,12,SEA,Robert Swift\swiftro01,18.208,C,us,
733,2004,NBA,1,13,POR,Sebastian Telfair\telfase01,19.02,G,us,
734,2004,NBA,1,14,UTA,Kris Humphries\humphkr01,19.143,F-C,us,University of Minnesota
735,2004,NBA,1,15,BOS,Al Jefferson\jeffeal01,19.176,C-F,us,
736,2004,NBA,1,16,UTA,Kirk Snyder\snydeki01,21.025,G,us,University of Nevada Reno
737,2004,NBA,1,17,ATL,Josh Smith\smithjo03,18.206,F,us,
738,2004,NBA,1,18,NOH,J.R. Smith\smithjr01,18.293,G-F,us,
739,2004,NBA,1,19,MIA,Dorell Wright\wrighdo01,18.209,F-G,us,
740,2004,NBA,1,20,DEN,Jameer Nelson\nelsoja01,22.141,G,us,Saint Joseph's University
741,2004,NBA,1,21,UTA,Pavel Podkolzin\podkopa01,19.165,C,ru,
742,2004,NBA,1,22,NJN,Viktor Khryapa\khryavi01,21.331,F,ua,
743,2004,NBA,1,23,POR,Sergei Monia\moniase01,21.076,F,ru,
744,2004,NBA,1,24,BOS,Delonte West\westde01,20.339,G,us,Saint Joseph's University
745,2004,NBA,1,25,BOS,Tony Allen\allento01,22.17,G-F,us,Oklahoma State University
746,2004,NBA,1,26,SAC,Kevin Martin\martike02,21.149,G,us,Western Carolina University
747,2004,NBA,1,27,LAL,Sasha Vujacic\vujacsa01,20.113,G,si,
748,2004,NBA,1,28,SAS,Beno Udrih\udrihbe01,21.36,G,si,
749,2004,NBA,1,29,IND,David Harrison\harrida01,21.319,C,us,University of Colorado
750,2004,NBA,2,30,ORL,Anderson Varejao\varejan01,21.275,F-C,br,
751,2004,NBA,2,31,CHI,Jackson Vroman\vromaja01,23.024,F-C,us,Iowa State University
752,2004,NBA,2,32,WAS,Peter John Ramos\ramospe01,19.047,C,pr,
753,2004,NBA,2,33,LAC,Lionel Chalmers\chalmli01,23.232,G,us,Xavier University
754,2004,NBA,2,34,ATL,Donta Smith\smithdo04,20.215,G-F,us,Southeastern Illinois College
755,2004,NBA,2,35,SEA,Andre Emmett\emmetan01,21.307,F,us,Texas Tech University
756,2004,NBA,2,36,ORL,Antonio Burks\burksan01,24.126,G,us,University of Memphis
757,2004,NBA,2,37,ATL,Royal Ivey\iveyro01,22.192,G,us,University of Texas at Austin
758,2004,NBA,2,38,CHI,Chris Duhon\duhonch01,21.303,G,us,Duke University
759,2004,NBA,2,39,TOR,Albert Miralles\miralal01,22.047,C,es,
760,2004,NBA,2,40,BOS,Justin Reed\reedju01,22.165,F,us,University of Mississippi
761,2004,NBA,2,41,SEA,David Young,,,,North Carolina Central University
762,2004,NBA,2,42,ATL,Viktor Sanikidze\sanikvi01,18.089,F,ge,
763,2004,NBA,2,43,NYK,Trevor Ariza\arizatr01,18.364,F,us,University of California Los Angeles
764,2004,NBA,2,44,NOH,Tim Pickett,,,,Florida State University
765,2004,NBA,2,45,CHA,Bernard Robinson\robinbe01,23.186,G-F,us,University of Michigan
766,2004,NBA,2,46,POR,Ha Seung-Jin\seungha01,18.329,C,kr,
767,2004,NBA,2,47,MIA,Pape Sow\sowpa01,22.22,F,sn,California State University Fullerton
768,2004,NBA,2,48,SAC,Ricky Minard,,,,Morehead State University
769,2004,NBA,2,49,MEM,Sergei Lishouk\lishcse01,22.091,C-F,ua,
770,2004,NBA,2,50,DAL,Vassilis Spanoulis\spanova01,21.327,G,gr,
771,2004,NBA,2,51,NJN,Christian Drejer,,,,University of Florida
772,2004,NBA,2,52,SAS,Romain Sato,,,,Xavier University
773,2004,NBA,2,53,MIA,Matt Freije\freijma01,22.271,F,us,Vanderbilt University
774,2004,NBA,2,54,DET,Rickey Paulding,,,,University of Missouri
775,2004,NBA,2,55,HOU,Luis Flores\florelu01,23.08,G,do,Manhattan College
776,2004,NBA,2,56,LAL,Marcus Douthit,,,,Providence College
777,2004,NBA,2,57,SAS,Sergei Karaulov\karause01,22.076,C,uz,
778,2004,NBA,2,58,MIN,Blake Stepp,,,,Gonzaga University
779,2004,NBA,2,59,IND,Rashad Wright,,,,University of Georgia
780,2003,NBA,1,1,CLE,LeBron James\jamesle01,18.182,F-G,us,
781,2003,NBA,1,2,DET,Darko Milicic\milicda01,18.01,F-C,rs,
782,2003,NBA,1,3,DEN,Carmelo Anthony\anthoca01,19.032,F,us,Syracuse University
783,2003,NBA,1,4,TOR,Chris Bosh\boshch01,19.098,F-C,us,Georgia Institute of Technology
784,2003,NBA,1,5,MIA,Dwyane Wade\wadedw01,21.165,G,us,Marquette University
785,2003,NBA,1,6,LAC,Chris Kaman\kamanch01,21.064,C,us,Central Michigan University
786,2003,NBA,1,7,CHI,Kirk Hinrich\hinriki01,22.18,G,us,University of Kansas
787,2003,NBA,1,8,MIL,T.J. Ford\fordtj01,20.099,G,us,University of Texas at Austin
788,2003,NBA,1,9,NYK,Mike Sweetney\sweetmi01,20.249,F,us,Georgetown University
789,2003,NBA,1,10,WAS,Jarvis Hayes\hayesja01,21.326,F,us,University of Georgia
790,2003,NBA,1,11,GSW,Mickael Pietrus\pietrmi01,21.144,G-F,gp,
791,2003,NBA,1,12,SEA,Nick Collison\collini01,22.248,F,us,University of Kansas
792,2003,NBA,1,13,MEM,Marcus Banks\banksma01,21.224,G,us,University of Nevada Las Vegas
793,2003,NBA,1,14,SEA,Luke Ridnour\ridnolu01,22.138,G,us,University of Oregon
794,2003,NBA,1,15,ORL,Reece Gaines\gainere01,22.175,G,us,University of Louisville
795,2003,NBA,1,16,BOS,Troy Bell\belltr01,22.233,G,us,Boston College
796,2003,NBA,1,17,PHO,Zarko Cabarkapa\cabarza01,22.041,F,rs,
797,2003,NBA,1,18,NOH,David West\westda01,22.306,F,us,Xavier University
798,2003,NBA,1,19,UTA,Sasha Pavlovic\pavloal01,19.228,G-F,me,
799,2003,NBA,1,20,BOS,Dahntay Jones\jonesda02,22.186,G-F,us,Duke University
800,2003,NBA,1,21,ATL,Boris Diaw\diawbo01,21.076,F-C,fr,
801,2003,NBA,1,22,NJN,Zoran Planinic\planizo01,20.292,G,ba,
802,2003,NBA,1,23,POR,Travis Outlaw\outlatr01,18.285,F,us,
803,2003,NBA,1,24,LAL,Brian Cook\cookbr01,22.209,F,us,University of Illinois at Urbana-Champaign
804,2003,NBA,1,25,DET,Carlos Delfino\delfica01,20.306,G,ar,
805,2003,NBA,1,26,MIN,Ndudi Ebi\ebind01,19.012,F,gb,
806,2003,NBA,1,27,MEM,Kendrick Perkins\perkike01,18.232,C,us,
807,2003,NBA,1,28,SAS,Leandro Barbosa\barbole01,20.215,G,br,
808,2003,NBA,1,29,DAL,Josh Howard\howarjo01,23.064,F-G,us,Wake Forest University
809,2003,NBA,2,30,NYK,Maciej Lampe\lampema01,18.145,C,pl,
810,2003,NBA,2,31,CLE,Jason Kapono\kaponja01,22.147,F,us,University of California Los Angeles
811,2003,NBA,2,32,LAL,Luke Walton\waltolu01,23.095,F,us,University of Arizona
812,2003,NBA,2,33,MIA,Jerome Beasley\beaslje01,23.045,F,us,University of North Dakota
813,2003,NBA,2,34,LAC,Sofoklis Schortsanitis\schorso01,18.008,C,cm,
814,2003,NBA,2,35,MIL,Szymon Szewczyk\szewcsz01,20.192,F-C,pl,
815,2003,NBA,2,36,CHI,Mario Austin\austima01,21.125,F-C,us,Mississippi State University
816,2003,NBA,2,37,ATL,Travis Hansen\hansetr01,25.078,G,us,Brigham Young University
817,2003,NBA,2,38,WAS,Steve Blake\blakest01,23.126,G,us,University of Maryland
818,2003,NBA,2,39,NYK,Slavko Vranes\vranesl01,20.152,C,rs,
819,2003,NBA,2,40,GSW,Derrick Zimmerman\zimmede01,21.211,G,us,Mississippi State University
820,2003,NBA,2,41,SEA,Willie Green\greenwi01,21.338,G,us,University of Detroit Mercy
821,2003,NBA,2,42,ORL,Zaza Pachulia\pachuza01,19.141,C,ge,
822,2003,NBA,2,43,MIL,Keith Bogans\boganke01,23.05,G-F,us,University of Kentucky
823,2003,NBA,2,44,HOU,Malick Badiane,,,,
824,2003,NBA,2,45,CHI,Matt Bonner\bonnema01,23.087,F,us,University of Florida
825,2003,NBA,2,46,DEN,Sani Becirovic\becirsa01,22.043,G,si,
826,2003,NBA,2,47,UTA,Mo Williams\willima01,20.194,G,us,University of Alabama
827,2003,NBA,2,48,NOH,James Lang\langja01,19.257,C,us,
828,2003,NBA,2,49,IND,James Jones\jonesja02,22.27,F-G,us,University of Miami
829,2003,NBA,2,50,PHI,Paccelis Morlende\morlepa01,22.073,G,fr,
830,2003,NBA,2,51,NJN,Kyle Korver\korveky01,22.106,G-F,us,Creighton University
831,2003,NBA,2,52,TOR,Remon Van de Hare,,,,
832,2003,NBA,2,53,CHI,Tommy Smith,,,,Arizona State University
833,2003,NBA,2,54,POR,Nedzad Sinanovic\sinanne01,20.153,C,ba,
834,2003,NBA,2,55,MIN,Rick Rickert,,,,University of Minnesota
835,2003,NBA,2,56,BOS,Brandon Hunter\huntebr01,22.219,F,us,Ohio University
836,2003,NBA,2,57,DAL,Xue Yuyang\yuyanxu01,20.239,F-C,cn,
837,2003,NBA,2,58,DET,Andreas Glyniadakis\glynian01,21.314,C,gr,
838,2002,NBA,1,1,HOU,Yao Ming\mingya01,21.292,C,cn,
839,2002,NBA,1,2,CHI,Jay Williams\willija03,20.294,G,us,Duke University
840,2002,NBA,1,3,GSW,Mike Dunleavy\dunlemi02,21.289,F-G,us,Duke University
841,2002,NBA,1,4,MEM,Drew Gooden\goodedr01,20.28,F,us,University of Kansas
842,2002,NBA,1,5,DEN,Nikoloz Tskitishvili\tskitni01,19.078,F,ge,
843,2002,NBA,1,6,CLE,Dajuan Wagner\wagneda02,19.147,G,us,University of Memphis
844,2002,NBA,1,7,NYK,Nene Hilario\hilarne01,19.291,F-C,br,
845,2002,NBA,1,8,LAC,Chris Wilcox\wilcoch01,19.301,F,us,University of Maryland
846,2002,NBA,1,9,PHO,Amar'e Stoudemire\stoudam01,19.227,F-C,us,
847,2002,NBA,1,10,MIA,Caron Butler\butleca01,22.11,F,us,University of Connecticut
848,2002,NBA,1,11,WAS,Jared Jeffries\jeffrja01,20.218,F,us,Indiana University
849,2002,NBA,1,12,LAC,Melvin Ely\elyme01,24.061,C,us,California State University Fresno
850,2002,NBA,1,13,MIL,Marcus Haislip\haislma01,21.191,F,us,University of Tennessee
851,2002,NBA,1,14,IND,Fred Jones\jonesfr01,23.113,G-F,us,University of Oregon
852,2002,NBA,1,15,HOU,Bostjan Nachbar\nachbbo01,21.363,F,si,
853,2002,NBA,1,16,PHI,Jiri Welsch\welscji01,22.156,G,cz,
854,2002,NBA,1,17,WAS,Juan Dixon\dixonju01,23.266,G,us,University of Maryland
855,2002,NBA,1,18,ORL,Curtis Borchardt\borchcu01,21.291,C,us,Stanford University
856,2002,NBA,1,19,UTA,Ryan Humphrey\humphry01,22.343,F,us,University of Notre Dame
857,2002,NBA,1,20,TOR,Kareem Rush\rushka01,21.244,G,us,University of Missouri
858,2002,NBA,1,21,POR,Qyntel Woods\woodsqy01,21.135,F,us,Northeast Mississippi Community College
859,2002,NBA,1,22,PHO,Casey Jacobsen\jacobca01,21.104,G-F,us,Stanford University
860,2002,NBA,1,23,DET,Tayshaun Prince\princta01,22.124,F,us,University of Kentucky
861,2002,NBA,1,24,NJN,Nenad Krstic\krstine01,18.341,C,rs,
862,2002,NBA,1,25,DEN,Frank Williams\willifr02,22.127,G,us,University of Illinois at Urbana-Champaign
863,2002,NBA,1,26,SAS,John Salmons\salmojo01,22.202,G,us,University of Miami
864,2002,NBA,1,27,LAL,Chris Jefferies\jeffech01,22.139,G-F,us,California State University Fresno
865,2002,NBA,1,28,SAC,Dan Dickau\dickada01,23.289,G,us,Gonzaga University
866,2002,NBA,2,30,GSW,Steve Logan,,,,University of Cincinnati
867,2002,NBA,2,31,CHI,Roger Mason\masonro01,21.294,G,us,University of Virginia
868,2002,NBA,2,32,MEM,Robert Archibald\archiro01,22.094,F,gb,University of Illinois at Urbana-Champaign
869,2002,NBA,2,33,DEN,Vincent Yarbrough\yarbrvi01,21.102,G-F,us,University of Tennessee
870,2002,NBA,2,34,MIL,Dan Gadzuric\gadzuda01,24.15,C,nl,University of California Los Angeles
871,2002,NBA,2,35,CLE,Carlos Boozer\boozeca01,20.223,F-C,de,Duke University
872,2002,NBA,2,36,NYK,Milos Vujanic,,,,
873,2002,NBA,2,37,ATL,David Andersen\anderda03,22.008,C,au,
874,2002,NBA,2,38,HOU,Tito Maddox\maddoti01,21.024,G,us,California State University Fresno
875,2002,NBA,2,39,WAS,Rod Grizzard,,,,University of Alabama
876,2002,NBA,2,40,WAS,Juan Carlos Navarro\navarju01,22.018,G,es,
877,2002,NBA,2,41,LAC,Mario Kasun\kasunma01,22.087,C,hr,
878,2002,NBA,2,42,MIL,Ronald Murray\murraro01,22.338,G,us,Shaw University
879,2002,NBA,2,43,POR,Jason Jennings,,,,Arkansas State University
880,2002,NBA,2,44,CHI,Lonny Baxter\baxtelo01,23.156,F,us,University of Maryland
881,2002,NBA,2,45,PHI,Sam Clancy,,,,University of Southern California
882,2002,NBA,2,46,MEM,Matt Barnes\barnema02,22.114,F,us,University of California Los Angeles
883,2002,NBA,2,47,UTA,Jamal Sampson\sampsja01,19.047,F-C,us,University of California
884,2002,NBA,2,48,MIL,Chris Owens\owensch01,23.123,F,us,University of Texas at Austin
885,2002,NBA,2,49,SEA,Peter Fehse,,,,
886,2002,NBA,2,50,BOS,Darius Songaila\songada01,24.138,F,lt,Wake Forest University
887,2002,NBA,2,51,POR,Federico Kammerichs,,,,
888,2002,NBA,2,52,MIN,Marcus Taylor,,,,Michigan State University
889,2002,NBA,2,53,MIA,Rasual Butler\butlera01,23.04,F-G,us,La Salle University
890,2002,NBA,2,54,NJN,Tamar Slay\slayta01,22.09,G,us,Marshall University
891,2002,NBA,2,55,DAL,Mladen Sekularac,,,,
892,2002,NBA,2,56,SAS,Luis Scola\scolalu01,22.062,F,ar,
893,2002,NBA,2,57,SAS,Randy Holcomb\holcora01,22.328,F,us,San Diego State University
894,2002,NBA,2,58,SAC,Corsley Edwards\edwarco01,23.119,F,us,Central Connecticut State University
895,2001,NBA,1,1,WAS,Kwame Brown\brownkw01,19.114,F,us,
896,2001,NBA,1,2,LAC,Tyson Chandler\chandty01,18.273,C,us,
897,2001,NBA,1,3,ATL,Pau Gasol\gasolpa01,20.361,F-C,es,
898,2001,NBA,1,4,CHI,Eddy Curry\curryed01,18.209,C,us,
899,2001,NBA,1,5,GSW,Jason Richardson\richaja01,20.163,G,us,Michigan State University
900,2001,NBA,1,6,MEM,Shane Battier\battish01,22.297,F,us,Duke University
901,2001,NBA,1,7,NJN,Eddie Griffin\griffed01,19.033,F-C,us,Seton Hall University
902,2001,NBA,1,8,CLE,DeSagana Diop\diopde01,19.153,C,sn,
903,2001,NBA,1,9,DET,Rodney White\whitero02,21.004,F,us,University of North Carolina at Charlotte
904,2001,NBA,1,10,BOS,Joe Johnson\johnsjo02,20.003,G-F,us,University of Arkansas
905,2001,NBA,1,11,BOS,Kedrick Brown\brownke01,20.106,G,us,Okaloosa-Walton Community College
906,2001,NBA,1,12,SEA,Vladimir Radmanovic\radmavl01,20.225,F,ba,
907,2001,NBA,1,13,HOU,Richard Jefferson\jefferi01,21.011,F,us,University of Arizona
908,2001,NBA,1,14,GSW,Troy Murphy\murphtr01,21.061,F-C,us,University of Notre Dame
909,2001,NBA,1,15,ORL,Steven Hunter\huntest01,19.244,C,us,DePaul University
910,2001,NBA,1,16,CHH,Kirk Haston\hastoki01,22.115,F,us,Indiana University
911,2001,NBA,1,17,TOR,Michael Bradley\bradlmi01,22.076,F-C,us,Villanova University
912,2001,NBA,1,18,HOU,Jason Collins\collija04,22.213,C,us,Stanford University
913,2001,NBA,1,19,POR,Zach Randolph\randoza01,19.351,F,us,Michigan State University
914,2001,NBA,1,20,CLE,Brendan Haywood\haywobr01,21.218,C,us,University of North Carolina
915,2001,NBA,1,21,BOS,Joseph Forte\fortejo01,20.101,G,us,University of North Carolina
916,2001,NBA,1,22,ORL,Jeryl Sasser\sasseje01,22.14,G,us,Southern Methodist University
917,2001,NBA,1,23,HOU,Brandon Armstrong\armstbr01,21.016,G,us,Pepperdine University
918,2001,NBA,1,24,UTA,Raul Lopez\lopezra01,21.078,G,es,
919,2001,NBA,1,25,SAC,Gerald Wallace\wallage01,18.344,F,us,University of Alabama
920,2001,NBA,1,26,PHI,Samuel Dalembert\dalemsa01,20.053,C,ht,Seton Hall University
921,2001,NBA,1,27,MEM,Jamaal Tinsley\tinslja01,23.125,G,us,Iowa State University
922,2001,NBA,1,28,SAS,Tony Parker\parketo01,19.046,G,be,
923,2001,NBA,2,30,CHI,Trenton Hassell\hassetr01,22.121,G,us,Austin Peay State University
924,2001,NBA,2,31,GSW,Gilbert Arenas\arenagi01,19.177,G,us,University of Arizona
925,2001,NBA,2,32,ORL,Omar Cook\cookom01,19.155,G,us,St. John's University
926,2001,NBA,2,33,MEM,Will Solomon\solomwi01,22.348,G,us,Clemson University
927,2001,NBA,2,34,ATL,Terence Morris\morrite01,22.173,F,us,University of Maryland
928,2001,NBA,2,35,NJN,Brian Scalabrine\scalabr01,23.107,F,us,University of Southern California
929,2001,NBA,2,36,CLE,Jeff Trepagnier\trepaje01,21.357,G,us,University of Southern California
930,2001,NBA,2,37,PHI,Damone Brown\brownda02,22.005,F,us,Syracuse University
931,2001,NBA,2,38,DET,Mehmet Okur\okurme01,22.038,C-F,tr,
932,2001,NBA,2,39,NYK,Michael Wright,,,,University of Arizona
933,2001,NBA,2,40,SEA,Earl Watson\watsoea01,22.021,G,us,University of California Los Angeles
934,2001,NBA,2,41,IND,Jamison Brewer\breweja01,20.225,G,us,Auburn University
935,2001,NBA,2,42,SEA,Bobby Simmons\simmobo01,21.03,G-F,us,DePaul University
936,2001,NBA,2,43,NYK,Eric Chenowith,,,,University of Kansas
937,2001,NBA,2,44,DAL,Kyle Hill,,,,Eastern Illinois University
938,2001,NBA,2,45,CHI,Sean Lampley\lamplse01,21.303,F,us,University of California
939,2001,NBA,2,46,MIN,Loren Woods\woodslo01,23.012,F-C,us,University of Arizona
940,2001,NBA,2,47,DEN,Ousmane Cisse,,,,
941,2001,NBA,2,48,MEM,Antonis Fotsis\fotsian01,20.092,F,gr,
942,2001,NBA,2,49,MIA,Ken Johnson\johnske03,23.152,F-C,us,Ohio State University
943,2001,NBA,2,50,POR,Ruben Boumtje-Boumtje\boumtru01,23.044,C,cm,Georgetown University
944,2001,NBA,2,51,PHO,Alton Ford\fordal02,20.034,F,us,University of Houston
945,2001,NBA,2,52,MIL,Andre Hutson,,,,Michigan State University
946,2001,NBA,2,53,UTA,Jarron Collins\collija03,22.213,F-C,us,Stanford University
947,2001,NBA,2,54,DAL,Kenny Satterfield\satteke01,20.083,G,us,University of Cincinnati
948,2001,NBA,2,55,SAC,Maurice Jeffers,,,,Saint Louis University
949,2001,NBA,2,56,SAS,Robertas Javtokas\javtoro01,21.104,C,lt,
950,2001,NBA,2,57,PHI,Alvin Jones\jonesal01,22.297,C,lu,Georgia Institute of Technology
951,2001,NBA,2,58,SAS,Bryan Bracey,,,,University of Oregon
952,2000,NBA,1,1,NJN,Kenyon Martin\martike01,22.186,F,us,University of Cincinnati
953,2000,NBA,1,2,VAN,Stromile Swift\swiftst01,20.225,F,us,Louisiana State University
954,2000,NBA,1,3,LAC,Darius Miles\milesda01,18.267,F,us,
955,2000,NBA,1,4,CHI,Marcus Fizer\fizerma01,21.328,F,us,Iowa State University
956,2000,NBA,1,5,ORL,Mike Miller\millemi01,20.135,F-G,us,University of Florida
957,2000,NBA,1,6,ATL,DerMarr Johnson\johnsde03,20.059,F,us,University of Cincinnati
958,2000,NBA,1,7,CHI,Chris Mihm\mihmch01,20.353,C,us,University of Texas at Austin
959,2000,NBA,1,8,CLE,Jamal Crawford\crawfja01,20.105,G,us,University of Michigan
960,2000,NBA,1,9,HOU,Joel Przybilla\przybjo01,20.267,C,us,University of Minnesota
961,2000,NBA,1,10,ORL,Keyon Dooling\doolike01,20.056,G,us,University of Missouri
962,2000,NBA,1,11,BOS,Jerome Moiso\moisoje01,22.019,F-C,fr,University of California Los Angeles
963,2000,NBA,1,12,DAL,Etan Thomas\thomaet01,22.094,F,us,Syracuse University
964,2000,NBA,1,13,ORL,Courtney Alexander\alexaco02,23.068,G,us,California State University Fresno
965,2000,NBA,1,14,DET,Mateen Cleaves\cleavma01,22.3,G,us,Michigan State University
966,2000,NBA,1,15,MIL,Jason Collier\collija02,22.299,C,us,Georgia Institute of Technology
967,2000,NBA,1,16,SAC,Hedo Turkoglu\turkohe01,21.107,F,tr,
968,2000,NBA,1,17,SEA,Desmond Mason\masonde01,22.266,F,us,Oklahoma State University
969,2000,NBA,1,18,LAC,Quentin Richardson\richaqu01,20.081,G,us,DePaul University
970,2000,NBA,1,19,CHH,Jamaal Magloire\magloja01,22.044,C,ca,University of Kentucky
971,2000,NBA,1,20,PHI,Speedy Claxton\claxtsp01,22.057,G,us,Hofstra University
972,2000,NBA,1,21,TOR,Morris Peterson\petermo01,22.312,F,us,Michigan State University
973,2000,NBA,1,22,NYK,Donnell Harvey\harvedo01,19.311,F,us,University of Florida
974,2000,NBA,1,23,UTA,DeShawn Stevenson\stevede01,19.091,G,us,
975,2000,NBA,1,24,CHI,Dalibor Bagaric\bagarda01,20.147,C,hr,
976,2000,NBA,1,25,PHO,Jake Tsakalidis\tsakaja01,21.024,C,ge,
977,2000,NBA,1,26,DEN,Mamadou N'Diaye\ndiayma02,25.019,C,sn,Auburn University
