,,,,,,Totals,Totals,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Age,Tm,Lg,Season,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
1043,Rasual Butler\butlera01,23,MIA,NBA,2002-03,72,28,21,2.9,7.9,2.2,5.6,0.7,2.4,1.1,1.4,0.4,2.2,2.6,1.3,0.3,0.6,1.1,1.5,7.5,0.362,0.392,0.292,0.406,0.731,0.437
1044,Dan Dickau\dickada01,24,ATL,NBA,2002-03,50,0,10.3,1.4,3.4,1,2.2,0.4,1.2,0.4,0.5,0.2,0.7,0.9,1.7,0.3,0,1.1,1.3,3.7,0.412,0.44,0.361,0.476,0.808,0.504
1045,Juan Dixon\dixonju01,24,WAS,NBA,2002-03,42,3,15.4,2.5,6.5,1.9,4.5,0.6,2,0.9,1.1,0.3,1.4,1.7,1,0.6,0.1,1,1.3,6.4,0.384,0.422,0.298,0.43,0.804,0.464
1046,Mike Dunleavy\dunlemi02,22,GSW,NBA,2002-03,82,3,15.9,2,5.1,1.4,3.3,0.6,1.8,1,1.2,0.8,1.8,2.6,1.3,0.6,0.2,1,1.5,5.7,0.403,0.434,0.347,0.465,0.78,0.505
1047,Melvin Ely\elyme01,24,LAC,NBA,2002-03,52,7,15.4,1.8,3.6,1.8,3.6,0,0,1,1.4,1.2,2.1,3.3,0.3,0.2,0.6,1,1.8,4.5,0.495,0.495,,0.495,0.703,0.54
1048,Reggie Evans\evansre01,22,SEA,NBA,2002-03,67,60,20.4,1,2.1,1,2.1,0,0,1.2,2.3,2.5,4.1,6.6,0.5,0.6,0.2,0.8,2.6,3.2,0.471,0.471,,0.471,0.519,0.51
1049,Dan Gadzuric\gadzuda01,24,MIL,NBA,2002-03,49,30,15.5,1.4,3,1.4,2.9,0,0,0.6,1.1,1.3,2.7,4,0.2,0.4,1.1,0.6,2.6,3.4,0.483,0.486,0,0.483,0.518,0.498
1050,Manu Ginobili\ginobma01,25,SAS,NBA,2002-03,69,5,20.7,2.5,5.8,1.8,3.6,0.7,2.1,1.8,2.5,0.7,1.7,2.3,2,1.4,0.2,1.4,2.5,7.6,0.438,0.494,0.345,0.503,0.737,0.556
1051,Gordan Giricek\giricgo01,25,TOT,NBA,2002-03,76,62,28.3,4.6,10.6,3.5,7.3,1.1,3.3,2,2.4,0.5,2.7,3.1,1.8,0.7,0.1,1.9,2.1,12.3,0.436,0.478,0.341,0.489,0.82,0.529
1052,Drew Gooden\goodedr01,21,TOT,NBA,2002-03,70,47,26.8,5.1,11.1,4.9,10.4,0.2,0.7,2.2,3,2.3,4.2,6.5,1.2,0.8,0.5,2.1,2.5,12.5,0.457,0.468,0.292,0.466,0.712,0.503
1053,Marcus Haislip\haislma01,22,MIL,NBA,2002-03,39,8,11.3,1.7,3.9,1.6,3.6,0.1,0.3,0.7,1,0.5,0.8,1.4,0.2,0.2,0.5,0.5,1.4,4.1,0.431,0.447,0.25,0.441,0.684,0.474
1054,Adam Harrington\harriad01,22,TOT,NBA,2002-03,19,0,5.8,0.6,1.9,0.3,1.2,0.3,0.7,0.2,0.2,0.1,0.4,0.4,0.6,0.1,0.1,0.1,0.4,1.6,0.297,0.261,0.357,0.365,0.75,0.387
1055,Junior Harrington\harriju01,22,DEN,NBA,2002-03,82,51,24.4,2.1,5.7,2,5.4,0.1,0.3,0.9,1.4,0.5,2.5,3,3.4,1,0.2,1.9,3,5.1,0.362,0.369,0.25,0.369,0.652,0.405
1056,Juaquin Hawkins\hawkiju01,29,HOU,NBA,2002-03,58,10,11.8,1,2.6,0.8,2.1,0.2,0.4,0.2,0.3,0.3,1.1,1.3,0.8,0.5,0.1,0.5,1,2.3,0.385,0.379,0.417,0.419,0.5,0.427
1057,Nene Hilario\hilarne01,20,DEN,NBA,2002-03,80,53,28.2,4,7.7,4,7.7,0,0,2.5,4.3,2.6,3.5,6.1,1.9,1.6,0.8,2.3,3.7,10.5,0.519,0.521,0,0.519,0.578,0.545
1058,Nate Huffman\huffmna01,27,TOR,NBA,2002-03,7,0,10.9,1.3,3.6,1.3,3.6,0,0,0.7,1.1,1.3,2,3.3,0.7,0.1,0.4,0.4,1.9,3.3,0.36,0.36,,0.36,0.625,0.403
1059,Ryan Humphrey\humphry01,23,TOT,NBA,2002-03,48,1,9.3,0.7,2.5,0.7,2.5,0,0,0.5,0.8,0.7,1.4,2.1,0.2,0.2,0.4,0.5,1.6,1.9,0.292,0.292,,0.292,0.59,0.339
1060,Casey Jacobsen\jacobca01,21,PHO,NBA,2002-03,72,0,15.9,1.7,4.5,1,2.3,0.7,2.3,1,1.5,0.4,0.8,1.2,1,0.5,0.1,0.8,1.3,5.1,0.373,0.432,0.315,0.453,0.686,0.493
1061,Marko Jaric\jaricma01,24,LAC,NBA,2002-03,66,12,20.9,2.7,6.8,1.9,4.2,0.8,2.5,1.2,1.6,0.5,1.9,2.4,2.9,1.5,0.2,1.6,1.9,7.4,0.401,0.45,0.319,0.461,0.752,0.498
1062,Chris Jefferies\jeffech01,22,TOR,NBA,2002-03,51,10,13.1,1.5,3.8,1.1,2.7,0.4,1.1,0.6,0.8,0.3,0.8,1.2,0.4,0.4,0.3,0.9,1.1,3.9,0.387,0.407,0.333,0.433,0.674,0.463
1063,Jared Jeffries\jeffrja01,21,WAS,NBA,2002-03,20,1,14.6,1.5,3.2,1.4,2.9,0.2,0.3,0.8,1.5,1.3,1.6,2.9,0.8,0.4,0.3,1.1,1.4,4,0.476,0.474,0.5,0.5,0.552,0.521
1064,Ken Johnson\johnske03,24,MIA,NBA,2002-03,16,0,9.8,0.9,2.3,0.9,2.3,0,0,0.1,0.4,0.3,1.8,2,0,0.1,0.8,0.4,1.3,2,0.405,0.405,,0.405,0.333,0.404
1065,Fred Jones\jonesfr01,23,IND,NBA,2002-03,19,1,6.1,0.5,1.3,0.4,0.9,0.1,0.4,0.2,0.2,0.2,0.3,0.5,0.3,0.3,0.1,0.3,0.7,1.2,0.375,0.412,0.286,0.417,0.75,0.446
1066,Sean Lampley\lamplse01,23,MIA,NBA,2002-03,35,0,13.9,1.6,3.7,1.6,3.6,0,0.1,1.6,2.3,0.7,1.6,2.4,0.9,0.2,0.1,0.7,1.2,4.8,0.434,0.448,0,0.434,0.695,0.512
1067,Tito Maddox\maddoti01,21,HOU,NBA,2002-03,9,0,3.9,0.3,1.3,0.3,1,0,0.3,0.6,0.9,0.1,0.7,0.8,0.6,0.3,0.1,0.3,0.4,1.2,0.25,0.333,0,0.25,0.625,0.354
1068,Roger Mason\masonro01,22,CHI,NBA,2002-03,17,0,6.6,0.6,1.8,0.3,0.8,0.4,1.1,0.1,0.1,0.1,0.6,0.7,0.7,0.2,0,0.3,1.2,1.8,0.355,0.385,0.333,0.452,1,0.471
1069,Yao Ming\mingya01,22,HOU,NBA,2002-03,82,72,29,4.9,9.8,4.9,9.8,0,0,3.7,4.5,2.4,5.8,8.2,1.7,0.4,1.8,2.1,2.8,13.5,0.498,0.498,0.5,0.499,0.811,0.57
1070,Ronald Murray\murraro01,23,TOT,NBA,2002-03,14,0,4.4,0.8,2.2,0.8,1.9,0,0.4,0.4,0.6,0,0.3,0.3,0.4,0.3,0,0.6,0,1.9,0.355,0.423,0,0.355,0.625,0.391
1071,Bostjan Nachbar\nachbbo01,22,HOU,NBA,2002-03,14,1,5.5,0.8,2.2,0.6,1.5,0.1,0.7,0.4,0.7,0.2,0.6,0.8,0.2,0.1,0.1,0.4,0.9,2.1,0.355,0.429,0.2,0.387,0.5,0.41
1072,Mehmet Okur\okurme01,23,DET,NBA,2002-03,72,9,19,2.5,5.9,2,4.3,0.5,1.6,1.3,1.8,1.6,3,4.7,1,0.3,0.5,0.9,2.3,6.9,0.426,0.457,0.339,0.47,0.733,0.514
1073,Chris Owens\owensch01,23,MEM,NBA,2002-03,1,0,6,2,3,2,3,0,0,0,0,1,0,1,0,0,0,1,0,4,0.667,0.667,,0.667,,0.667
1074,Jannero Pargo\pargoja01,23,LAL,NBA,2002-03,34,0,10.1,1.1,2.7,0.9,2,0.2,0.7,0.1,0.1,0.3,0.8,1.1,1.1,0.4,0.1,0.7,1.3,2.5,0.398,0.435,0.292,0.435,1,0.449
1075,Smush Parker\parkesm01,21,CLE,NBA,2002-03,66,18,16.7,2.1,5.1,1.5,3.3,0.6,1.8,1.5,1.8,0.4,1.4,1.8,2.5,0.7,0.2,2,1.6,6.2,0.402,0.445,0.322,0.459,0.831,0.523
1076,Tayshaun Prince\princta01,22,DET,NBA,2002-03,42,5,10.4,1.3,2.8,0.8,1.7,0.5,1.1,0.3,0.4,0.1,1,1.1,0.6,0.2,0.3,0.5,0.6,3.3,0.449,0.465,0.426,0.534,0.647,0.546
1077,Igor Rakocevic\rakocig01,24,MIN,NBA,2002-03,42,0,5.8,0.5,1.4,0.4,1.1,0.1,0.3,0.7,0.9,0.1,0.3,0.4,0.8,0.1,0,0.5,0.6,1.9,0.379,0.37,0.417,0.422,0.806,0.528
1078,Efthimi Rentzias\rentzef01,27,PHI,NBA,2002-03,35,0,4.1,0.6,1.7,0.5,1.5,0.1,0.2,0.2,0.3,0.3,0.5,0.7,0.2,0.2,0.1,0.1,0.6,1.5,0.339,0.314,0.5,0.373,0.889,0.413
1079,Antoine Rigaudeau\rigauan01,31,DAL,NBA,2002-03,11,0,8.3,0.7,3.2,0.6,2.7,0.1,0.5,0,0,0.4,0.4,0.7,0.5,0.3,0,0.5,1,1.5,0.229,0.233,0.2,0.243,,0.243
1080,Guy Rucker\ruckegu01,25,GSW,NBA,2002-03,3,0,1.3,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0.3,0,,,,,,
1081,Kareem Rush\rushka01,22,LAL,NBA,2002-03,76,0,11.5,1.3,3.2,1,2.3,0.3,0.9,0.2,0.3,0.3,0.9,1.2,0.9,0.1,0.1,0.8,0.9,3,0.393,0.438,0.279,0.432,0.696,0.447
1082,John Salmons\salmojo01,23,PHI,NBA,2002-03,64,1,7.9,0.8,1.8,0.6,1.3,0.2,0.5,0.4,0.5,0.3,0.7,0.9,0.7,0.3,0.1,0.5,0.8,2.1,0.414,0.447,0.323,0.457,0.743,0.502
1083,Jamal Sampson\sampsja01,19,MIL,NBA,2002-03,5,0,1.6,0,0.4,0,0.4,0,0,0,0,0.2,0.2,0.4,0.2,0.2,0,0,0,0,0,0,,0,,0
1084,Predrag Savovic\savovpr01,26,DEN,NBA,2002-03,27,0,9.5,1.1,3.4,0.9,2.5,0.1,1,0.8,1.1,0.3,0.6,0.9,0.8,0.5,0,0.8,1.2,3.1,0.312,0.373,0.154,0.333,0.724,0.392
1085,Paul Shirley\shirlpa01,25,ATL,NBA,2002-03,2,0,2.5,0,2,0,2,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,,0,,0
1086,Tamar Slay\slayta01,22,NJN,NBA,2002-03,36,0,7.6,1.1,2.9,0.9,2.2,0.2,0.7,0.2,0.3,0.2,0.6,0.9,0.4,0.4,0.1,0.6,0.9,2.6,0.379,0.41,0.28,0.413,0.7,0.428
1087,Amar'e Stoudemire\stoudam01,20,PHO,NBA,2002-03,82,71,31.3,4.8,10.1,4.8,10,0,0.1,3.9,5.9,3,5.7,8.8,1,0.8,1.1,2.3,3.3,13.5,0.472,0.476,0.2,0.473,0.661,0.53
1088,Cezary Trybanski\trybace01,23,MEM,NBA,2002-03,15,0,5.7,0.3,1.3,0.3,1.3,0,0,0.3,0.7,0.4,0.5,0.9,0.1,0,0.4,0.5,0.9,0.9,0.25,0.25,,0.25,0.4,0.287
1089,Nikoloz Tskitishvili\tskitni01,19,DEN,NBA,2002-03,81,16,16.3,1.4,4.9,1,3,0.5,1.9,0.6,0.8,0.8,1.4,2.2,1.1,0.4,0.4,1,1.7,3.9,0.293,0.324,0.243,0.34,0.738,0.374
1090,Dajuan Wagner\wagneda02,19,CLE,NBA,2002-03,47,24,29.5,4.7,12.9,3.6,9.2,1.2,3.7,2.7,3.4,0.4,1.3,1.7,2.8,0.8,0.1,1.8,2.3,13.4,0.369,0.39,0.316,0.414,0.8,0.466
1091,Jiri Welsch\welscji01,23,GSW,NBA,2002-03,37,0,6.3,0.5,2,0.5,1.9,0,0.1,0.6,0.8,0.3,0.4,0.8,0.7,0.2,0.1,0.5,0.9,1.6,0.253,0.254,0.25,0.26,0.759,0.348
1092,Chris Wilcox\wilcoch01,20,LAC,NBA,2002-03,46,3,10.4,1.6,3,1.6,3,0,0,0.5,1.1,0.7,1.6,2.3,0.5,0.2,0.3,0.6,1.4,3.7,0.521,0.521,,0.521,0.5,0.528
1093,Mike Wilks\wilksmi01,23,TOT,NBA,2002-03,46,7,15,1.1,3.2,0.9,2.5,0.2,0.8,0.8,1,0.4,1.1,1.5,2,0.6,0.1,0.6,1.5,3.2,0.338,0.354,0.286,0.372,0.787,0.436
1094,Frank Williams\willifr02,22,NYK,NBA,2002-03,21,0,8,0.4,1.6,0.1,0.8,0.3,0.8,0.2,0.3,0.1,0.7,0.9,1.6,0.3,0.1,0.8,1,1.3,0.273,0.176,0.375,0.364,0.667,0.393
1095,Jay Williams\willija03,21,CHI,NBA,2002-03,75,54,26.1,3.6,9.1,2.8,6.4,0.9,2.7,1.4,2.1,0.4,2.2,2.6,4.7,1.1,0.2,2.3,2.4,9.5,0.399,0.431,0.322,0.446,0.64,0.472
1096,Qyntel Woods\woodsqy01,21,POR,NBA,2002-03,53,0,6.3,1.1,2.2,1.1,2.1,0.1,0.2,0.1,0.4,0.3,0.7,1,0.2,0.3,0,0.4,0.7,2.4,0.5,0.514,0.333,0.513,0.35,0.505
1097,Vincent Yarbrough\yarbrvi01,21,DEN,NBA,2002-03,59,39,23.4,2.8,7.3,2.5,5.9,0.4,1.3,0.8,1.1,0.6,2.1,2.7,2.2,1,0.6,1.4,2.5,6.9,0.393,0.42,0.269,0.417,0.79,0.446
1098,Malik Allen\allenma01,23,MIA,NBA,2001-02,12,2,13.4,1.8,4.3,1.8,4.2,0,0.1,0.7,0.8,1.3,1.9,3.2,0.4,0.3,0.7,0.2,1.3,4.3,0.431,0.44,0,0.431,0.8,0.469
1099,Chris Andersen\anderch01,23,DEN,NBA,2001-02,24,1,10.9,1,3.1,1,2.9,0,0.2,0.9,1.2,1.6,1.6,3.2,0.3,0.3,1.2,0.5,1.5,3,0.338,0.357,0,0.338,0.786,0.417
1100,Gilbert Arenas\arenagi01,20,GSW,NBA,2001-02,47,30,24.6,3.7,8.2,2.9,5.8,0.8,2.4,2.6,3.4,0.9,1.9,2.8,3.7,1.5,0.2,2.1,2.4,10.9,0.453,0.498,0.345,0.504,0.775,0.562
1101,Brandon Armstrong\armstbr01,21,NJN,NBA,2001-02,35,0,5.6,0.8,2.4,0.6,1.9,0.1,0.5,0.1,0.3,0.3,0.2,0.5,0.2,0.2,0,0.2,0.7,1.8,0.318,0.324,0.294,0.347,0.5,0.358
1102,Carlos Arroyo\arroyca01,22,TOT,NBA,2001-02,37,1,10,1.3,3,1.3,2.9,0,0.1,0.4,0.5,0.3,0.8,1.1,1.9,0.3,0,0.6,0.8,3,0.441,0.45,0,0.441,0.722,0.467
1103,Mengke Bateer\bateeme01,26,DEN,NBA,2001-02,27,10,15.1,2,4.9,1.8,4.4,0.1,0.4,1.1,1.4,1.2,2.4,3.6,0.8,0.4,0.2,1.2,3.5,5.1,0.402,0.408,0.333,0.417,0.784,0.469
1104,Shane Battier\battish01,23,MEM,NBA,2001-02,78,78,39.7,5.3,12.3,4,8.8,1.3,3.5,2.5,3.6,2.3,3.1,5.4,2.8,1.6,1,2,2.8,14.4,0.429,0.451,0.373,0.482,0.7,0.518
1105,Charlie Bell\bellch01,22,TOT,NBA,2001-02,7,0,6.3,0.4,1.6,0.4,0.7,0,0.9,0.3,0.3,0.3,0.4,0.7,0.3,0,0,0.7,0.4,1.1,0.273,0.6,0,0.273,1,0.337
1106,Ruben Boumtje-Boumtje\boumtru01,23,POR,NBA,2001-02,33,1,7.4,0.4,1,0.4,1,0,0,0.4,0.8,0.6,1,1.7,0.1,0.1,0.5,0.4,1.2,1.2,0.406,0.406,,0.406,0.52,0.453
1107,Michael Bradley\bradlmi01,22,TOR,NBA,2001-02,26,0,4.5,0.5,1,0.5,0.9,0,0.1,0.2,0.3,0.3,0.7,0.9,0.1,0,0.2,0.2,0.4,1.2,0.52,0.565,0,0.52,0.5,0.526
1108,Jamison Brewer\breweja01,21,IND,NBA,2001-02,13,0,3.3,0.2,0.4,0.2,0.3,0,0.1,0,0,0.2,0.5,0.6,0.7,0.2,0,0.2,0.2,0.3,0.4,0.5,0,0.4,,0.4
1109,Primoz Brezec\brezepr01,22,IND,NBA,2001-02,22,4,7.3,0.6,1.3,0.6,1.3,0,0,0.7,1.1,0.7,0.5,1.3,0.3,0,0.3,0.3,1.3,2,0.483,0.483,,0.483,0.6,0.538
1110,Damone Brown\brownda02,22,PHI,NBA,2001-02,17,0,3.9,0.5,1.2,0.5,1.2,0,0.1,0.4,0.5,0.1,0.1,0.2,0.1,0.1,0.1,0.5,0.6,1.4,0.381,0.4,0,0.381,0.875,0.469
1111,Ernest Brown\browner01,22,MIA,NBA,2001-02,3,0,7,0.3,2,0.3,2,0,0,0.3,1.3,0.3,1.7,2,0,0,0.3,1,1.3,1,0.167,0.167,,0.167,0.25,0.193
1112,Kedrick Brown\brownke01,20,BOS,NBA,2001-02,29,5,8.4,0.8,2.4,0.6,1.5,0.2,0.9,0.4,0.7,0.4,1.3,1.7,0.5,0.6,0.2,0.2,0.6,2.2,0.329,0.419,0.185,0.364,0.6,0.4
1113,Kwame Brown\brownkw01,19,WAS,NBA,2001-02,57,3,14.3,1.6,4.3,1.6,4.2,0,0,1.2,1.7,1.1,2.4,3.5,0.8,0.3,0.5,0.8,1.8,4.5,0.387,0.388,0,0.387,0.707,0.45
1114,Tierre Brown\brownti01,22,HOU,NBA,2001-02,40,1,10.1,1.2,2.9,1.1,2.6,0.1,0.3,0.5,0.7,0.3,0.8,1.1,1.8,0.5,0.1,1,0.7,3.1,0.426,0.437,0.333,0.443,0.75,0.483
1115,Tyson Chandler\chandty01,19,CHI,NBA,2001-02,71,31,19.6,2.1,4.3,2.1,4.3,0,0,1.9,3.1,1.6,3.2,4.8,0.8,0.4,1.3,1.4,2.5,6.1,0.497,0.497,,0.497,0.604,0.543
1116,Speedy Claxton\claxtsp01,23,PHI,NBA,2001-02,67,18,22.8,2.7,6.7,2.6,6.3,0.1,0.5,1.7,2,0.7,1.7,2.4,3,1.4,0.1,1.4,2.2,7.2,0.4,0.422,0.121,0.405,0.838,0.469
1117,Jarron Collins\collija03,23,UTA,NBA,2001-02,70,68,20.6,2.3,4.9,2.3,4.9,0,0,1.9,2.6,2,2.3,4.2,0.8,0.4,0.3,0.8,3.3,6.4,0.461,0.462,0,0.461,0.74,0.532
1118,Jason Collins\collija04,23,NJN,NBA,2001-02,77,9,18.3,1.5,3.6,1.5,3.6,0,0,1.5,2.1,1.7,2.2,3.9,1.1,0.4,0.6,0.9,2.2,4.5,0.421,0.42,0.5,0.423,0.701,0.5
1119,Joe Crispin\crispjo01,22,TOT,NBA,2001-02,21,0,7.4,1.2,3.2,0.5,1.4,0.7,1.9,0.6,0.6,0.1,0.4,0.5,1.2,0.2,0,0.5,0.5,3.8,0.382,0.379,0.385,0.493,0.923,0.536
1120,Eddy Curry\curryed01,19,CHI,NBA,2001-02,72,31,16,2.6,5.2,2.6,5.2,0,0,1.5,2.2,1.5,2.2,3.8,0.3,0.2,0.7,1,2.4,6.7,0.501,0.501,,0.501,0.656,0.54
1121,Samuel Dalembert\dalemsa01,20,PHI,NBA,2001-02,34,0,5.2,0.6,1.5,0.6,1.5,0,0,0.2,0.5,0.7,1.3,2,0.1,0.2,0.4,0.4,0.9,1.5,0.44,0.44,,0.44,0.389,0.44
1122,DeSagana Diop\diopde01,20,CLE,NBA,2001-02,18,1,6.1,0.7,1.6,0.7,1.6,0,0,0.1,0.3,0.3,0.7,0.9,0.3,0.1,0.6,0.7,1.1,1.4,0.414,0.414,,0.414,0.2,0.401
1123,Predrag Drobnjak\drobnpr01,26,SEA,NBA,2001-02,64,12,18.3,3,6.5,3,6.4,0,0,0.9,1.1,1.2,2.3,3.4,0.8,0.3,0.5,0.8,1.7,6.8,0.461,0.464,0,0.461,0.753,0.49
1124,Maurice Evans\evansma01,23,MIN,NBA,2001-02,10,0,4.5,0.9,1.9,0.9,1.6,0,0.3,0.3,0.4,0.3,0.1,0.4,0.4,0,0,0.2,0.9,2.1,0.474,0.563,0,0.474,0.75,0.506
1125,Isaac Fontaine\fontais01,26,MEM,NBA,2001-02,6,0,12.5,0.5,2.3,0.3,1.5,0.2,0.8,0.7,1,0,0.8,0.8,0.7,0,0,0.7,1,1.8,0.214,0.222,0.2,0.25,0.667,0.331
1126,Alton Ford\fordal02,20,PHO,NBA,2001-02,53,0,8.5,1.2,2.2,1.2,2.2,0,0,0.8,1.1,0.6,1.4,2,0.1,0.1,0.1,0.6,1.9,3.1,0.517,0.517,,0.517,0.737,0.573
1127,Joseph Forte\fortejo01,20,BOS,NBA,2001-02,8,0,4.9,0.1,1.5,0.1,1.1,0,0.4,0.5,0.5,0.1,0.6,0.8,0.8,0.3,0,0.4,0.1,0.8,0.083,0.111,0,0.083,1,0.218
1128,Antonis Fotsis\fotsian01,20,MEM,NBA,2001-02,28,1,11.4,1.5,3.7,1.3,2.9,0.3,0.8,0.6,0.7,0.9,1.3,2.2,0.4,0.3,0.4,0.8,0.8,3.9,0.404,0.432,0.304,0.438,0.85,0.479
1129,Tremaine Fowlkes\fowlktr01,25,LAC,NBA,2001-02,22,17,15.6,1.1,2.9,1.1,2.9,0,0,1.1,1.4,1.5,1.5,2.9,0.8,0.5,0,0.6,1.8,3.4,0.391,0.391,,0.391,0.774,0.477
1130,Pau Gasol\gasolpa01,21,MEM,NBA,2001-02,82,79,36.7,6.7,13,6.7,12.9,0,0.1,4.1,5.8,2.9,6,8.9,2.7,0.5,2.1,2.7,2.4,17.6,0.518,0.519,0.2,0.518,0.709,0.566
1131,Eddie Griffin\griffed01,19,HOU,NBA,2001-02,73,24,26,3.3,9.1,2.1,5.4,1.2,3.7,0.9,1.2,1.6,4.1,5.7,0.7,0.2,1.8,0.6,1.6,8.8,0.366,0.392,0.33,0.434,0.744,0.456
1132,Tang Hamilton\hamilta01,23,MIA,NBA,2001-02,9,2,10.9,1.1,2.1,1.1,2,0,0.1,0,0.1,0.7,1.3,2,0.6,0.4,0,0.2,1.1,2.2,0.526,0.556,0,0.526,0,0.514
1133,Trenton Hassell\hassetr01,22,CHI,NBA,2001-02,78,47,28.7,3.4,8.1,2.7,5.9,0.8,2.1,1.1,1.5,0.8,2.4,3.3,2.2,0.7,0.6,1.3,2.4,8.7,0.425,0.447,0.364,0.473,0.763,0.502
1134,Kirk Haston\hastoki01,22,CHH,NBA,2001-02,15,0,5.1,0.7,2.6,0.7,2.4,0,0.2,0.3,0.5,0.3,1,1.3,0.3,0,0.1,0.2,0.6,1.7,0.282,0.306,0,0.282,0.5,0.306
1135,Brendan Haywood\haywobr01,22,WAS,NBA,2001-02,62,2,20.4,1.8,3.6,1.8,3.6,0,0,1.6,2.6,2.3,2.9,5.2,0.5,0.3,1.5,0.8,2.5,5.1,0.493,0.493,,0.493,0.606,0.54
1136,Steven Hunter\huntest01,20,ORL,NBA,2001-02,53,21,9.7,1.3,2.8,1.3,2.8,0,0,1,1.8,0.8,1.1,1.8,0.1,0.1,0.8,0.3,1.5,3.6,0.456,0.456,,0.456,0.585,0.502
1137,Mike James\jamesmi01,26,MIA,NBA,2001-02,15,0,7.9,1,2.9,0.5,1.5,0.5,1.4,0.3,0.5,0.1,0.8,0.9,1.3,0.4,0.1,0.9,1.1,2.8,0.349,0.318,0.381,0.442,0.571,0.456
1138,Richard Jefferson\jefferi01,21,NJN,NBA,2001-02,79,9,24.3,3.4,7.5,3.3,6.8,0.2,0.7,2.4,3.4,1.1,2.6,3.7,1.8,0.8,0.6,1.4,2.7,9.4,0.457,0.48,0.232,0.468,0.713,0.524
1139,Joe Johnson\johnsjo02,20,TOT,NBA,2001-02,77,60,24.9,3.3,7.6,2.8,5.9,0.5,1.7,0.5,0.7,1,2.4,3.3,2.3,0.8,0.3,0.9,1.5,7.5,0.43,0.469,0.292,0.462,0.774,0.478
1140,Alvin Jones\jonesal01,23,PHI,NBA,2001-02,23,2,5.5,0.3,0.9,0.3,0.9,0,0,0.4,0.9,0.6,1,1.6,0.1,0.1,0.4,0.5,1.5,1.1,0.4,0.4,,0.4,0.5,0.451
1141,Andrei Kirilenko\kirilan01,20,UTA,NBA,2001-02,82,40,26.2,3.5,7.7,3.2,6.5,0.3,1.2,3.5,4.5,1.8,3.1,4.9,1.1,1.4,1.9,1.3,1.9,10.7,0.45,0.488,0.25,0.47,0.768,0.553
1142,Terence Morris\morrite01,23,HOU,NBA,2001-02,68,12,16.3,1.6,4.3,1.4,3.1,0.2,1.1,0.3,0.4,1.1,2,3.1,0.9,0.3,0.4,0.7,1.1,3.8,0.384,0.455,0.192,0.41,0.643,0.423
1143,Troy Murphy\murphtr01,21,GSW,NBA,2001-02,82,4,17.7,2.2,5.2,2.1,5,0,0.1,1.5,1.9,1.2,2.7,3.9,0.9,0.4,0.3,1,2.6,5.9,0.421,0.423,0.333,0.424,0.776,0.488
1144,Dean Oliver\olivede01,23,GSW,NBA,2001-02,20,0,7,0.9,2.3,0.8,1.7,0.1,0.7,0.3,0.5,0,0.4,0.4,1.1,0.2,0,0.6,0.8,2.1,0.37,0.455,0.154,0.391,0.667,0.42
1145,Tony Parker\parketo01,19,SAS,NBA,2001-02,77,72,29.4,3.5,8.3,2.7,5.8,0.8,2.5,1.4,2.1,0.4,2.1,2.6,4.3,1.2,0.1,2,2.2,9.2,0.419,0.46,0.323,0.467,0.675,0.497
1146,Vladimir Radmanovic\radmavl01,21,SEA,NBA,2001-02,61,16,20.2,2.4,5.8,1.3,3.2,1.1,2.6,0.8,1.2,0.7,3,3.8,1.3,0.9,0.4,1.2,2,6.7,0.412,0.406,0.42,0.506,0.681,0.528
1147,Zach Randolph\randoza01,20,POR,NBA,2001-02,41,0,5.8,1.2,2.6,1.2,2.6,0,0,0.4,0.7,0.8,0.9,1.7,0.3,0.2,0.1,0.4,0.7,2.8,0.449,0.449,,0.449,0.667,0.479
1148,Zeljko Rebraca\rebraze01,29,DET,NBA,2001-02,74,4,15.9,2.6,5.1,2.6,5.1,0,0,1.8,2.4,1.1,2.8,3.9,0.5,0.4,1,1.1,2.6,6.9,0.505,0.505,,0.505,0.771,0.569
1149,Jason Richardson\richaja01,21,GSW,NBA,2001-02,80,75,32.9,5.8,13.6,4.8,10.6,1,3.1,1.8,2.6,1.6,2.7,4.3,3,1.3,0.4,2,2.4,14.4,0.426,0.453,0.333,0.463,0.671,0.487
1150,Norm Richardson\richano01,22,TOT,NBA,2001-02,11,0,6.1,0.9,2.4,0.5,1.6,0.4,0.7,0.5,0.8,0.3,0.5,0.7,0.2,0,0,0.3,0.5,2.7,0.385,0.333,0.5,0.462,0.667,0.501
1151,Jeryl Sasser\sasseje01,22,ORL,NBA,2001-02,7,0,5.1,0.4,2,0.4,2,0,0,0.6,0.7,0.4,0.6,1,0.3,0.4,0,0.3,0.4,1.4,0.214,0.214,,0.214,0.8,0.309
